document_id,clean_text,sentiment
812,with april 2022 sayhername breonnataylor justiceforbreonnataylor justiceforbreonna blacklivesmatter blackvoicesheard cab policebrutality policeviolence arrestthecopswhokilledbreonnataylor httpstcos3kellxbtc,Neutral
813,it de valentine de brittle grinder still detained russia bring home brittneygriner blacklivesmatter,Neutral
814,wake spread love jamilhonesty x krazyfingaz feat well click link httpstcolb0gtlzkzd fist blacklivesmatter nojusticenopeace jamilhonesty krazyfingaz blackpower hiphopsoul boombaphiphop well soulmusic icantbreathe,Positive
815,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
816,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
817,it b ninja210 vanessas road 30 part 2 virtue fighter 5 ultimate showdown ranged matches is vanessalewis vous b in,Neutral
818,it earthkidssuper1 lesdoggg thank highlighting law abiding hardworking black woman smhblacklivesmatter wecandobett,Negative
819,it meaghanthumath black women nearly x likely die childbirth white counterpart many deaths ar,Positive
820,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
821,it alphabetscuffle interview inmate 73046 sundaythoughts sundaymorning sundayvibes blacklivesmatter jail httpstcotizfa1iizh,Negative
822,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
823,nftcollector nftcommunity nftartist nftwhale womeninnfts nftartists nftdrop nuts not art blacklivesmatter eh etc blackwomen nftgiveaway check item opened httpstcomtttqvbxxk via opened,Neutral
824,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
825,it crunchylink good morning amp happy sunday friendly reminder blacklivesmatter httpstcoffh6ap3n9h,Positive
826,it oldmainbell king king king king king amp king king king amp king king king king reinstate blacklivesmatter justiceforall,Neutral
827,it alphabetscuffle interview inmate 73046 sundaythoughts sundaymorning sundayvibes blacklivesmatter jail httpstcotizfa1iizh,Negative
828,it envirosmartgop gems supported riots death church burning blacklivesmatter anti caused january6thinsurrect,Neutral
829,it oldmainbell king king king king king amp king king king amp king king king king reinstate blacklivesmatter justiceforall,Neutral
830,it marktsneed looking fastpaced thrilled little bit romance pick seventh novel available amazon too,Positive
831,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
832,good morning amp happy sunday friendly reminder blacklivesmatter httpstcoffh6ap3n9h,Positive
833,king king king king king amp king king king amp king king king king reinstate blacklivesmatter justiceforall,Neutral
834,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
835,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
836,interview inmate 73046 sundaythoughts sundaymorning sundayvibes blacklivesmatter jail httpstcotizfa1iizh,Negative
837,lesdoggg thank highlighting law abiding hardworking black woman smhblacklivesmatter wecandobettrr,Negative
838,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
839,it saoldara vote aristocrats expression white privilege allows us vote incendiary racism k,Neutral
840,gems supported riots death church burning blacklivesmatter anti caused january6thinsurrection may30th2020 attack white house anyone all care debate httpstco7op7azbhwm,Neutral
841,looking fastpaced thrilled little bit romance pick seventh novel available amazon bookstores fun read enjoy sundaythoughts sundaymotivation writingcommunity blacklivesmatter shamelessselfpromosunday kindnessmatters strongertogether httpstcohiyelme0zh,Positive
842,it dr chris barton 50 latest book exploring confluence race class mixed methodologies archaeological,Positive
843,it tallycac today remember redeem render whose life cut short tallahassee police department killer cop last year april 8,Neutral
844,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada idiot think entering heaven turn back border invasion name faith,Negative
845,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
846,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
847,jojofromjerz june st 2020 fascia openly revealed lafayettesquare still passes blacklivesmatter httpstco1gt0ckjiar,Neutral
848,it jtrotman1 good morning america enough endpolicebrutality standupagainstracism blacklivesmatter ulm silenceisnotanoption speak,Positive
849,it thegr8edwin saveoctober help she real danger life line blacklivesmatter,Positive
850,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
851,it hadinasrallah reminder american first black president everyone missing brought back black slavery tibia drama sup,Negative
852,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
853,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
854,brownuniversity brownsociology swearercenter pubstory tompharvard jmludes gwaynemiller jseelybrown morning joe costareports juliaf113 hail kbandersen dlittle30 kimberlykhoang tempered watsoninstitute robert clair craigjcalhoun ny ink ikaribjanian nkwarikoo chinyereagbai shall as journal bartbonikowski which toddgitlin slaterpolitics umichwced engagedscholar dystateofmind emmaschow flex crater craigmelvin billpeduto peterbakernyt glennkesslerwp charlesmblow near fatal gtconway3d parent fees europe vivienaschmidt rjcsmith esaul ltghrmcmaster petereporter ezraklein solidarities crossing traditions harder realize take root injustice abound struggles inspire sought extend lessons solidarno amp blacklivesmatter httpstcouabwiwsia9 look forward ukrsolidaritys lessons,Neutral
855,never witnessed reaction in walking freedom corner in going intervention sign words ulm message peace shown man driving car gives finger woman next shows peace sign blacklivesmatter,Neutral
856,it bunghook mean something special hillside special feeling it folks oppress,Positive
857,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada dont see people live conscience knowing going yet nothing,Positive
858,50 latest book exploring confluence race class mixed methodologies archaeological arrival oral history research use promo code arch floridapress history archaeology blacklivesmatter httpstcoasgtwvi0jj,Positive
859,it meaghanthumath black women nearly x likely die childbirth white counterpart many deaths ar,Positive
860,good morning america enough endpolicebrutality standupagainstracism blacklivesmatter ulm silenceisnotanoption speak endracismnow endsystemicracism breonnataylor elijahmcclain georgefloyd stopvotersuppression blackvotersmatter ahmaudarbery dauntewright httpstcospkadkmc1f,Positive
861,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
862,time defundthewabanpolice blacklivesmatter,Neutral
863,it mavulandlela operationdudula putsouthaficansfirst blacklivesmatter sa people like utf fight apartheid p,Neutral
864,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
865,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
866,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
867,secblinken fun fact big reason widen blinked trying nayibbukele assassinated palestinian know much people love see brown palestinians murdered palestinianlivesmatter latinolivesmatter hispanic racism blacklivesmatter ulm,Positive
868,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
869,it thebuzzeruk new leaders blacklivesmatter used donations buy 6 million mansion,Positive
870,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
871,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
872,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada can justify replacing something good something evil name faith can done,Negative
873,passing ashamed blacklivesmatter,Neutral
874,it thedailypretzel f ulm lies ulm dont believe ulm believe putting tops members banks,Neutral
875,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
876,black women nearly x likely die childbirth white counterpart many deaths considered presentable states would different listened every black woman experience blacklivesmatter nursing httpstcodxqdgkss56,Positive
877,it ru82586282 americanstyle freedom power warn sovereign states defy us ceremony shame america cancelhr6600 la,Neutral
878,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
879,it isstratkotter day 676 striking savecongorainforest globalclimatejustice say africamatters blacklivesma,Positive
880,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada commit sin promote evil break laws land name faith,Negative
881,it thedailypretzel f ulm lies ulm dont believe ulm believe putting tops members banks,Neutral
882,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
883,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
884,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada let clear one scripture holy book encourages breaking law help fellow man one,Positive
885,it withers iii blacklivesmatter yesterday today amp forever debate,Neutral
886,it tallycac today remember redeem render whose life cut short tallahassee police department killer cop last year april 8,Neutral
887,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
888,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
889,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
890,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada fact roman catholic main reason refuse investigate refund bring charges,Positive
891,dont get justice cut aunt gone more began promise fuck las began police om blacklivesmatter justiceforisaiahwilliams fuck httpstcozgo1hyn3w9,Negative
892,fro may 29 2020 atlanta georgia officer body slums woman onto ground watch httpstcobua4pux83k atlantageorgia and blacklivesmatter ulm defundthepolice abolishthepolice,Neutral
893,it bunghook mean something special hillside special feeling it folks oppress,Positive
894,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
895,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
896,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
897,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada nothing ever get done concerning illegal immigration catholic charities defended investigated,Negative
898,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
899,it denisedwards004 there way racism come end satan still black colour jesus white black clothes burri,Negative
900,blacklivesmatter africansinukraine brings awareness racism even times war what happening ukraine allowing black people people color onto trains order flee disgusting raise awareness httpstcoudg2ikzfrb,Negative
901,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
902,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
903,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada told people many times catholic charities behind crimes still people wonder gets worse,Negative
904,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
905,it kdavisgayfriend republican chairman uses n word amp calls secretary defense lunched tell go voting a,Neutral
906,it botdefund refund clip police blacklivesmatter defundthepolice,Neutral
907,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
908,it kdavisgayfriend republican chairman uses n word amp calls secretary defense lunched tell go voting a,Neutral
909,people dont see activity freedom corner preaching one assume dont fully understand meaning word peace blacklivesmatter indigenouslivesmatter,Neutral
910,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada much clearer behind illegal immigration border crossings,Negative
911,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
912,it melmeldc thrill pots up speakerpelosi theblackcaucus repair damages country inflicted still conflicting upon,Neutral
913,it tesfaye123456 growing body research shows economic sanction dire consequences human populations sanction cause,Positive
914,it mavulandlela operationdudula putsouthaficansfirst blacklivesmatter sa people like utf fight apartheid p,Neutral
915,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
916,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
917,it athenasidiropo2 michigan state house help free shukur brown sign petition httpstcolekdpnonmw via change freeshukurbrow,Positive
918,it reneeaclay white silence equals white consent blacklivesmatter freshvoicesrise httpstcoewllp5g5mg,Neutral
919,it ru82586282 americanstyle freedom power warn sovereign states defy us ceremony shame america cancelhr6600 la,Neutral
920,it eckhardsson porch jealous corrupt media soul moral compass finally apologize mrs katherine jackson own,Positive
921,immigrant sees ontario land opportunity one author study system racism perspective incomplete big blacklivesmatter is celebrating minorities welcome ontarios typecasting isn inclusion c jenny borne,Positive
922,freddie carlo gray jr saytheirnames blacklivesmatter,Neutral
923,mercedesbenzusa jonrahmpga theaters continue operate alabama hateful person state say 2020 election stolen agree dont understand could sponsor blacklivesmatter champion lewishamilton tolerate hate,Negative
924,it kdavisgayfriend republican chairman uses n word amp calls secretary defense lunched tell go voting a,Neutral
925,it blacklivesnews1 black human struggle blacklivesmatter far like service support black history black ed,Negative
926,it mavulandlela operationdudula putsouthaficansfirst blacklivesmatter sa people like utf fight apartheid p,Neutral
927,it botdefund refund clip police blacklivesmatter defundthepolice,Neutral
928,it danielpiri6 20 years later 97 bus 236 former employees labia died without paid pension davidlammy by p,Neutral
929,it thegr8edwin saveoctober help she real danger life line blacklivesmatter httpstcohz0lmizeo4,Positive
930,it blacklivesnews1 black human struggle blacklivesmatter far like service support black history black ed,Negative
931,porch jealous corrupt media soul moral compass finally apologize mrs katherine jackson own oprahdaily oprahsbookclub bwaycolorpurple blacklivesmatter thecolorpurple themeyoucantsee readwithus ownyourspotlight theoprahconversation httpstcobq48wxzjm7,Positive
932,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
933,it ru82586282 americanstyle freedom power warn sovereign states defy us ceremony shame america cancelhr6600 la,Neutral
934,it athenasidiropo2 michigan state house help free shukur brown sign petition httpstcolekdpnonmw via change freeshukurbrow,Positive
935,operationdudula putsouthaficansfirst blacklivesmatter sa people like utf fight apartheid political parties become personalized selfish serve personal interests cost sweat tax lives future saves diepsloot,Negative
936,thrill pots up speakerpelosi theblackcaucus repair damages country inflicted still conflicting upon black people centuries give us owe reparations justice peace blacklivesmatter,Negative
937,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
938,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
939,refund clip police blacklivesmatter defundthepolice,Neutral
940,20 years later 97 bus 236 former employees labia died without paid pension davidlammy by ply guardianaudio sign petition httpstcosnc9wzdde5 renewal blacklivesmatter httpstco0eclqjhj82,Neutral
941,kylegriffin1 pots up speakerpelosi theblackcaucus repair damages country inflicted still conflicting upon black people centuries give us owe reparations justice peace blacklivesmatter,Negative
942,saveoctober help she real danger life line blacklivesmatter httpstcohz0lmizeo4,Positive
943,mmpadellan porch pots up speakerpelosi theblackcaucus repair damages country inflicted still conflicting upon black people centuries give us owe reparations justice peace blacklivesmatter,Negative
944,black human struggle blacklivesmatter far like service support black history black education 2 8 us per month httpstcoonibd0kvoq,Negative
945,thrill pots up speakerpelosi theblackcaucus repair damages country inflicted still conflicting upon black people centuries give us owe reparations justice peace blacklivesmatter,Negative
946,crownedasesther purchasing dare think could demand felty white supremacy dont see marketing black people say your sheep participated moderndaylynching black men blacklivesmatter freeze go,Negative
947,it iamsubstantial case need hear know us matter your done your resident your beautiful,Positive
948,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
949,it august maids now blew dont anything plug say blacklivesmatter transrightsarehumanrights st,Neutral
950,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
951,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
952,semantic e fitzgerald bradford jr blacklivesmatter,Neutral
953,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
954,it tallycac demand massive change way police conduct brutally handled ted city leadership pro,Negative
955,it tallycac finding devastating news said can believe reality biggest fear every time black,Negative
956,it a devcouncil breakthesilence illegal us sanction imposed good people eritrea 13 africa,Positive
957,it tallycac today remember redeem render whose life cut short tallahassee police department killer cop last year april 8,Neutral
958,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
959,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
960,it fernloverat01 caudillonuclear love picture 2016 blacklivesmatter protest httpstco8kie4wmvkh,Positive
961,it raquelwillis media general public continue ease tonymcdade black trans man killed tallahassee police last week,Negative
962,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
963,it a devcouncil breakthesilence illegal sanction pp zimbabwe join matinyarare calling end ill,Negative
964,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
965,it gautengeff case missed yesterday tic dressing fighter outside randburg magistrates court trilled,Neutral
966,it eslemanabayy join matinyarare calling breakthesilence end illegal us sanction people zimbabwe of,Negative
967,election2022 thesajidakhan da alysacisneros chavezformayor lets go yaaaaaasss beanzandtuna expect nuts made launch plan place bring market elections win blackops elecciones2022 urica blacklivesmatter crept nftcommumity a httpstcof8bhpfqsmn,Positive
968,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
969,it 9thculturegal police building intimidation police need stop believing anything like without check,Neutral
970,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
971,it tallycac today remember redeem render whose life cut short tallahassee police department killer cop last year april 8,Neutral
972,elda1971 support riots 2020 blacklivesmatter anita attacked white house may30th 2020 real seditious insurrection gems must face fact,Positive
973,sundayvibes blacklivesmatter sundaythoughts queen soul miss area franklin blows away rod stewart rest world people get ready 1993 area tribute concert bbciplayer httpstcor3qjhdxj3t,Positive
974,it tallycac today remember redeem render whose life cut short tallahassee police department killer cop last year april 8,Neutral
975,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
976,it oldmainbell king king king king king king king king king king king reinstate blacklivesmatter justiceforall,Neutral
977,it 9thculturegal police building intimidation police need stop believing anything like without check,Neutral
978,it wanderingwilbo weaponize privilege save black bodies ulm blacklivesmatter universityofiowa catgut university iowa st,Negative
979,it thelmojr20 nftcollector nftcommunity nftartist nftwhale womeninnfts nftartists nftdrop nuts not art blacklivesmatter eh,Neutral
980,it fernloverat01 caudillonuclear love picture 2016 blacklivesmatter protest httpstco8kie4wmvkh,Positive
981,it marvindunn4 blacklivesmatter blacktwitter 1979 white florida highway patrolman sexually attacked black child patrol ca,Positive
982,it marktsneed harvey weinstein roman pulaski even space still scars academy treading thin ice warding,Negative
983,king king king king king king king king king king king reinstate blacklivesmatter justiceforall,Neutral
984,caudillonuclear love picture 2016 blacklivesmatter protest httpstco8kie4wmvkh,Positive
985,it tallycac today remember redeem render whose life cut short tallahassee police department killer cop last year april 8,Neutral
986,police building intimidation police need stop believing anything like without checks oversight many us would brave enough stand steadfast come us like racism police trauma blacklivesmatter httpstcoggxou1ozmu,Positive
987,it tallycac today remember redeem render whose life cut short tallahassee police department killer cop last year april 8,Neutral
988,it blackgeorgetown join us april 16 am reading names emancipated 160 years ago wash do leading way,Neutral
989,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
990,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
991,weaponize privilege save black bodies ulm blacklivesmatter universityofiowa catgut university iowa stanley museum art httpstco7ybr9gyswb,Negative
992,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
993,nftcollector nftcommunity nftartist nftwhale womeninnfts nftartists nftdrop nuts not art blacklivesmatter eh etc blackwomen nftgiveaway check item opened httpstcosbm6voavtm via opened,Neutral
994,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
995,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
996,it tallycac today remember redeem render whose life cut short tallahassee police department killer cop last year april 8,Neutral
997,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
998,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
999,blacklivesmatter blacktwitter 1979 white florida highway patrolman sexually attacked black child patrol car rural made county got away listen story black mimi twentieth century audiobook narrated dr margin dung amazon httpstcodonsxsvckj,Positive
